mörk, adjective	mörk	<ul><li>dark</li><li>gloomy</li></ul>	mörk kostym	dark lounge suit, dark suit	adjective		Sidan 69	Kaptiel_7 Rivstart_A1_A2
träna, verb	träna	<ul><li>practise</li><li>train</li></ul>	träna löpning	practise running	verb	att	Sidan 35	Kapitel_3 Rivstart_A1_A2
dansk, adjective	dansk	<ul><li>danish</li></ul>			adjective		Sidan 53	Kapitel_5 Rivstart_A1_A2
dansk, noun	dansk	<ul><li>dane</li><li>a person from Denmark</li></ul>			noun	en	Sidan 53	Kapitel_5 Rivstart_A1_A2
lägenhet, noun	lägenhet	<ul><li>flat, (apartment [us])</li></ul>			noun	en	Sidan 21	Kapitel_2 Rivstart_A1_A2
dröm, noun	dröm	<ul><li>dream (also used of fantasies entertained while awake, e.g. &quot;vision, plan for the future&quot;)</li></ul>	i natt hade jag en egendomlig dröm	last night I had a strange dream	noun	en	Sidan 114	Kapitel_11 Rivstart_A1_A2
nedan, adverb	nedan	<ul><li>below</li></ul>	bilden nedan till vänster	the picture down (below) on the left	adverb		Sidan 38	Kapitel_4 Rivstart_A1_A2
placera, verb	placera	<ul><li>place (also &quot;invest (money)&quot;)</li></ul>	bolaget placerades i Söderhamn	the company was located in Söderhamn	verb	att	Sidan 74	Kaptiel_7 Rivstart_A1_A2
litteratur, noun	litteratur	<ul><li>literature</li></ul>			noun		Sidan 62	Kapitel_6 Rivstart_A1_A2
pröva, verb	pröva	<ul><li>try (out)</li></ul>	pröva sig fram	progress by trial and error, feel one&#39;s way	verb	att	Sidan 72	Kaptiel_7 Rivstart_A1_A2
rekommendera, verb	rekommendera	<ul><li>recommend</li><li>register</li></ul>	det är en bok som jag kan rekommendera	it is a book I can recommend	verb	att	Sidan 77	Kaptiel_7 Rivstart_A1_A2
gratis, adverb	gratis	<ul><li>free</li></ul>	få något gratis	get sth. for nothing	adverb		Sidan 47	Kapitel_5 Rivstart_A1_A2
uttala, verb	uttala	<ul><li>pronounce</li></ul>	hur uttalas ordet på svenska?	how is that word pronounced in Swedish?	verb	att	Sidan 09	Kapitel_1 Rivstart_A1_A2
populär, adjective	populär	<ul><li>popular (also of opinions &quot;shared by all&quot;)</li><li>popular</li></ul>	en populär författare	a popular author	adjective		Sidan 72	Kaptiel_7 Rivstart_A1_A2
klubb, noun	klubb	<ul><li>club (also used in compounds, &quot;place of entertainment&quot;)</li></ul>			noun	en	Sidan 51	Kapitel_5 Rivstart_A1_A2
stark, adjective	stark	<ul><li>strong (of living creatures; figuratively &quot;powerful&quot;)</li><li>strong</li><li>lasting, durable, solid</li></ul>	stark kyla	severe cold	adjective		Sidan 139	Kaptiel_13 Rivstart_A1_A2
fokus, noun	fokus	<ul><li>focus (also figuratively,&quot;centre&quot;)</li></ul>	hamna i fokus för intresset	to be the focus (centre) of interest	noun		Sidan 135	Kaptiel_13 Rivstart_A1_A2
officiell, adjective	officiell	<ul><li>official</li></ul>	enligt officiell statistik	according to official statistics	adjective		Sidan 110	Kaptiel_10 Rivstart_A1_A2
snygg, adjective	snygg	<ul><li>pretty, handsome, good-looking, beautifull, beautiful, quarrell</li><li>neat, tidy; fine, nice</li></ul>	en snygg kille	a good-looking boy	adjective		Sidan 66	Kaptiel_7 Rivstart_A1_A2
ladda, verb	ladda	<ul><li>load</li><li>charge</li></ul>	ladda ett gevär	load a rifle	verb	att	Sidan 119	Kapitel_11 Rivstart_A1_A2
jul, noun	jul	<ul><li>christmas</li></ul>	Annandag jul	Boxing Day	noun		Sidan 96	Kapitel_9 Rivstart_A1_A2
passera, verb	passera	<ul><li>pass (by)</li><li>strain</li><li>press (foodstuffs) though a sieve</li></ul>	ett passerat stadium	a stage that has passed	verb	att	Sidan 100	Kapitel_9 Rivstart_A1_A2
klimat, noun	klimat	<ul><li>climate (also used figuratively, &quot;atmosphere&quot;)</li></ul>	det politiska klimatet	the political climate	noun	ett	Sidan 123	Kapitel_12 Rivstart_A1_A2
kompis, noun	kompis	<ul><li>buddy, mate</li></ul>			noun	en	Sidan 36	Kapitel_4 Rivstart_A1_A2
kilometer, noun	kilometer	<ul><li>(kilometer [us]), kilometre</li></ul>			noun	en	Sidan 108	Kaptiel_10 Rivstart_A1_A2
vart, adverb	vart	<ul><li>where</li></ul>	vart ska du åka?	where are you going?	adverb		Sidan 133	Kaptiel_13 Rivstart_A1_A2
dokument, noun	dokument	<ul><li>document</li></ul>	ett historiskt dokument	a historical document	noun	ett	Sidan 119	Kapitel_11 Rivstart_A1_A2
middag, noun	middag	<ul><li>noon, dinner</li><li>dinner, supper</li></ul>	temperaturen var på middagen +10 grader	the temperature was 10+grad+C above zero at noon	noun	en	Sidan 31	Kapitel_3 Rivstart_A1_A2
beskrivning, noun	beskrivning	<ul><li>description, depiction, portrayal, account</li></ul>	en noggrann beskrivning av verksamheten	a detailed account of the business	noun	en	Sidan 114	Kapitel_11 Rivstart_A1_A2
kär, adjective	kär	<ul><li>in love</li><li>dear</li></ul>	bli kär	fall in love	adjective		Sidan 75	Kaptiel_7 Rivstart_A1_A2
buss, noun	buss	<ul><li>coach, bus</li><li>vehicle able to transport many passengers</li></ul>	turisterna kom med buss	the tourists arrived by coach	noun	en	Sidan 31	Kapitel_3 Rivstart_A1_A2
berg, noun	berg	<ul><li>rock, mountain, hill</li></ul>			noun	ett	Sidan 110	Kaptiel_10 Rivstart_A1_A2
höger, adjective	höger	<ul><li>right</li><li>on the same side as the hand used for greeting other people</li></ul>	på höger hand	on the right-hand side	adjective		Sidan 34	Kapitel_3 Rivstart_A1_A2
höger, noun	höger	<ul><li>right (wing)</li><li>right, right-hand side</li><li>the most conservative factions of the non-socialist groups, the right-hand side</li></ul>	yttersta högern	the extreme right	noun		Sidan 34	Kapitel_3 Rivstart_A1_A2
praktisk, adjective	praktisk	<ul><li>practical</li><li>handy</li></ul>	praktisk utbildning	practical training	adjective		Sidan 108	Kaptiel_10 Rivstart_A1_A2
uppe, adverb	uppe	<ul><li>up</li><li>high position, out of bed, on one&#39;s feet</li></ul>	kostnaden är uppe i en miljon	the cost is upwards of a million	adverb		Sidan 133	Kaptiel_13 Rivstart_A1_A2
invånare, noun	invånare	<ul><li>inhabitant</li></ul>	invånarna i Sverige (Göteborg etc)	inhabitants of Sweden (Göteborg, etc.)	noun	en	Sidan 106	Kaptiel_10 Rivstart_A1_A2
bäst, adverb	bäst	<ul><li>excellently, well</li></ul>			adverb		Sidan 61	Kapitel_6 Rivstart_A1_A2
dialog, noun	dialog	<ul><li>(dialog [us]), dialogue</li><li>conversation (between two people)</li></ul>			noun	en	Sidan 09	Kapitel_1 Rivstart_A1_A2
kinesisk, adjective	kinesisk	<ul><li>chinese</li></ul>			adjective		Sidan 53	Kapitel_5 Rivstart_A1_A2
längs, preposition	längs	<ul><li>alongside, along</li></ul>	längs kusten	along the coast	preposition		Sidan 99	Kapitel_9 Rivstart_A1_A2
fixa, verb	fixa	<ul><li>arrange, fix</li></ul>	det fixar sig!	it will be all right	verb	att	Sidan 46	Kapitel_5 Rivstart_A1_A2
kollega, noun	kollega	<ul><li>colleague, collegue</li></ul>			noun	en	Sidan 54	Kapitel_5 Rivstart_A1_A2
meddelande, noun	meddelande	<ul><li>message</li></ul>	vi fick meddelande om vad som hade hänt	we were informed about what had happened	noun	ett	Sidan 114	Kapitel_11 Rivstart_A1_A2
låna, verb	låna	<ul><li>borrow</li><li>lend</li></ul>	låna pengar	borrow money	verb	att	Sidan 70	Kaptiel_7 Rivstart_A1_A2
fisk, noun	fisk	<ul><li>fish</li></ul>	kokt fisk	boiled fish	noun	en	Sidan 42	Kapitel_4 Rivstart_A1_A2
telefon, noun	telefon	<ul><li>telephone</li></ul>	telefonen ringer	the telephone is ringing	noun	en	Sidan 20	Kapitel_2 Rivstart_A1_A2
laga, verb	laga	<ul><li>make</li><li>repair</li></ul>	laga mat	cook	verb	att	Sidan 31	Kapitel_3 Rivstart_A1_A2
roman, noun	roman	<ul><li>novel</li></ul>			noun	en	Sidan 54	Kapitel_5 Rivstart_A1_A2
säng, noun	säng	<ul><li>bed</li></ul>	ligga till sängs	lie (be) in bed	noun	en	Sidan 72	Kaptiel_7 Rivstart_A1_A2
radio, noun	radio	<ul><li>radio</li></ul>	radio och teve	radio and television	noun	en	Sidan 31	Kapitel_3 Rivstart_A1_A2
väder, noun	väder	<ul><li>weather</li></ul>			noun		Sidan 80	Kapitel_8 Rivstart_A1_A2
förut, adverb	förut	<ul><li>before</li></ul>			adverb		Sidan 70	Kaptiel_7 Rivstart_A1_A2
trafik, noun	trafik	<ul><li>traffic (also used figuratively, &quot;(illegal) activity&quot;)</li></ul>	gå i reguljär trafik	run regularly	noun		Sidan 93	Kapitel_9 Rivstart_A1_A2
artist, noun	artist	<ul><li>artist, artiste</li></ul>			noun	en	Sidan 105	Kaptiel_10 Rivstart_A1_A2
bröd, noun	bröd	<ul><li>bread</li><li>food consisting essentially of flour or meal baked in an oven</li></ul>	han åt fyra skivor bröd om dagen	he ate four slices of bread a day	noun		Sidan 38	Kapitel_4 Rivstart_A1_A2
tråkig, adjective	tråkig	<ul><li>boring (also, &quot;sad, unfortunate&quot;)</li></ul>	en tråkig händelse	an unfortunate incident	adjective		Sidan 53	Kapitel_5 Rivstart_A1_A2
flyga, verb	flyga	<ul><li>fly</li></ul>			verb	att	Sidan 90	Kapitel_8 Rivstart_A1_A2
gifta, verb	gifta	<ul><li>marry, married</li></ul>			verb	att	Sidan 54	Kapitel_5 Rivstart_A1_A2
härlig, adjective	härlig	<ul><li>lovely, glorious, delightful, wonderful</li><li>agreeable (to one or more of the senses)</li></ul>	en härlig sommardag	a glorious summer&#39;s day	adjective		Sidan 52	Kapitel_5 Rivstart_A1_A2
duktig, adjective	duktig	<ul><li>good, capable, able</li></ul>	duktig sekreterare	capable secretary	adjective		Sidan 114	Kapitel_11 Rivstart_A1_A2
finsk, adjective	finsk	<ul><li>finnish</li><li>from or of Finland</li></ul>			adjective		Sidan 128	Kapitel_12 Rivstart_A1_A2
hår, noun	hår	<ul><li>hair</li><li>the thin filaments growing from the skin of humans and animals</li></ul>	rött hår	red hair	noun		Sidan 67	Kaptiel_7 Rivstart_A1_A2
perfekt, adjective	perfekt	<ul><li>perfect</li></ul>	ett perfekt skott	a perfect shot	adjective		Sidan 73	Kaptiel_7 Rivstart_A1_A2
grej, noun	grej	<ul><li>thing (informal; in the plural, &quot;belongings&quot;)</li></ul>	var har du lagt mina grejor?	where have you put my stuff?	noun	en	Sidan 80	Kapitel_8 Rivstart_A1_A2
detsamma, prounoun	detsamma	<ul><li>the same (mostly used in phrases)</li></ul>			prounoun		Sidan 21	Kapitel_2 Rivstart_A1_A2
vinter, noun	vinter	<ul><li>winter</li></ul>			noun	en	Sidan 49	Kapitel_5 Rivstart_A1_A2
arbetslös, adjective	arbetslös	<ul><li>out of work, unemployed, jobless</li><li>being without work</li></ul>	gå arbetslös	be unemployed (out of work)	adjective		Sidan 116	Kapitel_11 Rivstart_A1_A2
svenska, noun	svenska	<ul><li>swedish</li><li>swede</li></ul>			noun		Sidan 08	Kapitel_1 Rivstart_A1_A2
konferens, noun	konferens	<ul><li>conference</li></ul>			noun	en	Sidan 30	Kapitel_3 Rivstart_A1_A2
varg, noun	varg	<ul><li>wolf</li></ul>			noun	en	Sidan 80	Kapitel_8 Rivstart_A1_A2
kanal, noun	kanal	<ul><li>channel, canal</li></ul>	diplomatiska kanaler	diplomatic channels	noun	en	Sidan 100	Kapitel_9 Rivstart_A1_A2
bransch, noun	bransch	<ul><li>(branch of) trade (industry)</li></ul>	läget i branschen har förvärrats	the state of the industry has worsened	noun	en	Sidan 141	Kaptiel_13 Rivstart_A1_A2
sekund, noun	sekund	<ul><li>second (also used in a general sense, &quot;a brief moment&quot;)</li></ul>	rekordet förbättrades med en hel sekund	the record was improved by a whole second	noun	en	Sidan 29	Kapitel_3 Rivstart_A1_A2
gård, noun	gård	<ul><li>yard</li><li>(country) estate, farm</li><li>area of land enclosed by buildings and structures</li></ul>			noun	en	Sidan 115	Kapitel_11 Rivstart_A1_A2
tidpunkt, noun	tidpunkt	<ul><li>moment, point [in time]</li></ul>	vid tidpunkten för bankrånet	at the time of the bank robbery	noun	en	Sidan 83	Kapitel_8 Rivstart_A1_A2
lugn, adjective	lugn	<ul><li>calm (of atmosphere, etc., &quot;untroubled, peaceful&quot;)</li><li>self-possessed</li></ul>	en lugn gata	a quiet street	adjective		Sidan 18	Kapitel_2 Rivstart_A1_A2
lugn, noun	lugn	<ul><li>calm (of the atmosphere, etc., &quot;not disturbed&quot;)</li><li>composure</li></ul>			noun	ett	Sidan 18	Kapitel_2 Rivstart_A1_A2
ursprung, noun	ursprung	<ul><li>origin</li><li>source, cause, birth</li></ul>	namnets ursprung är okänt	the origin of the name is unknown	noun	ett	Sidan 105	Kaptiel_10 Rivstart_A1_A2
bestämd, adjective	bestämd	<ul><li>fixed, settled, definite</li></ul>	ett bestämt svar	a definite answer	adjective		Sidan 33	Kapitel_3 Rivstart_A1_A2
forum, noun	forum	<ul><li>forum</li></ul>	ett forum för samråd	a forum for consultation	noun	ett	Sidan 80	Kapitel_8 Rivstart_A1_A2
ljud, noun	ljud	<ul><li>sound</li></ul>	ljudet från gatan	the sound of the street	noun	ett	Sidan 27	Kapitel_3 Rivstart_A1_A2
beställa, verb	beställa	<ul><li>book, reserve, order</li></ul>	beställa tid hos tandläkaren	make an appointment with the dentist	verb	att	Sidan 54	Kapitel_5 Rivstart_A1_A2
papper, noun	papper	<ul><li>paper (also of sheets of paper)</li><li>papers, documents</li></ul>			noun	ett	Sidan 08	Kapitel_1 Rivstart_A1_A2
inriktning, noun	inriktning	<ul><li>alignment, concentration, direction</li></ul>	politisk inriktning	political alignment	noun	en	Sidan 141	Kaptiel_13 Rivstart_A1_A2
hotell, noun	hotell	<ul><li>hotel</li><li>an establishment providing accommodation for travellers</li></ul>	bo på hotell	stay at a hotel	noun	ett	Sidan 89	Kapitel_8 Rivstart_A1_A2
leka, verb	leka	<ul><li>play</li></ul>	leka i sandlådan	play in the sandpit	verb	att	Sidan 115	Kapitel_11 Rivstart_A1_A2
kött, noun	kött	<ul><li>meat, flesh</li><li>flesh</li></ul>	kött och potatis	meat and potatoes	noun		Sidan 42	Kapitel_4 Rivstart_A1_A2
sjö, noun	sjö	<ul><li>lake, sea</li></ul>	grov sjö	heavy sea	noun	en	Sidan 104	Kaptiel_10 Rivstart_A1_A2
kaffe, noun	kaffe	<ul><li>coffee</li></ul>	dricka kaffe	drink coffee	noun		Sidan 08	Kapitel_1 Rivstart_A1_A2
nere, adverb	nere	<ul><li>down</li></ul>	nere vid sjön	down by the lake	adverb		Sidan 133	Kaptiel_13 Rivstart_A1_A2
olja, noun	olja	<ul><li>oil</li></ul>			noun		Sidan 43	Kapitel_4 Rivstart_A1_A2
konstnär, noun	konstnär	<ul><li>artist</li></ul>			noun	en	Sidan 65	Kapitel_6 Rivstart_A1_A2
norsk, adjective	norsk	<ul><li>norwegian</li></ul>			adjective		Sidan 128	Kapitel_12 Rivstart_A1_A2
blå, adjective	blå	<ul><li>blue</li><li>the colour of a cloudless sky</li></ul>			adjective		Sidan 54	Kapitel_5 Rivstart_A1_A2
fotboll, noun	fotboll	<ul><li>football</li></ul>			noun	en	Sidan 47	Kapitel_5 Rivstart_A1_A2
flykting, noun	flykting	<ul><li>fugitive, refugee</li></ul>			noun	en	Sidan 105	Kaptiel_10 Rivstart_A1_A2
koppla, verb	koppla	<ul><li>connect</li><li>leash</li><li>catch on (informal)</li></ul>	koppla ett samtal	put a call through	verb	att	Sidan 119	Kapitel_11 Rivstart_A1_A2
slänga, verb	slänga	<ul><li>throw, toss, fling, chuck</li><li>jerk, swerve</li></ul>	slänga skräpet i papperskorgen	chuck the rubbish into the wastepaper basket	verb	att	Sidan 67	Kaptiel_7 Rivstart_A1_A2
äcklig, adjective	äcklig	<ul><li>disgusting</li><li>sickening, repulsive, revolting</li></ul>	en äcklig lukt	a disgusting smell	adjective		Sidan 69	Kaptiel_7 Rivstart_A1_A2
restaurang, noun	restaurang	<ul><li>restaurant</li></ul>	gå på restaurang	go to a restaurant	noun	en	Sidan 12	Kapitel_1 Rivstart_A1_A2
medicin, noun	medicin	<ul><li>medicine</li></ul>			noun	en	Sidan 62	Kapitel_6 Rivstart_A1_A2
sport, noun	sport	<ul><li>sport</li></ul>			noun	en	Sidan 76	Kaptiel_7 Rivstart_A1_A2
därifrån, adverb	därifrån	<ul><li>from there</li></ul>	jag åkte därifrån i morse	I left there this morning	adverb		Sidan 133	Kaptiel_13 Rivstart_A1_A2
köp, noun	köp	<ul><li>purchase (also used of the object purchased)</li></ul>	köp av aktier	purchase of shares	noun	ett	Sidan 66	Kaptiel_7 Rivstart_A1_A2
helvete, noun	helvete	<ul><li>hell (also used as a swearword)</li><li>the nether realm of the devil; a place of torment or evil</li></ul>	lida alla helvetets kval	go through sheer hell	noun	ett	Sidan 46	Kapitel_5 Rivstart_A1_A2
fest, noun	fest	<ul><li>party</li></ul>			noun	en	Sidan 21	Kapitel_2 Rivstart_A1_A2
prova, verb	prova	<ul><li>try out, test</li></ul>	metoden har provats på flera företag	this method has been tested at several companies	verb	att	Sidan 72	Kaptiel_7 Rivstart_A1_A2
jobbig, adjective	jobbig	<ul><li>strenuous (also used of people, &quot;trying&quot;)</li></ul>	har du haft det jobbigt idag?	have you had a tough day?	adjective		Sidan 70	Kaptiel_7 Rivstart_A1_A2
vin, noun	vin	<ul><li>wine</li></ul>	odla vin	viticulture	noun		Sidan 31	Kapitel_3 Rivstart_A1_A2
granne, noun	granne	<ul><li>neighbor [us], neighbour [uk]</li></ul>			noun	en	Sidan 103	Kapitel_9 Rivstart_A1_A2
karriär, noun	karriär	<ul><li>career</li></ul>			noun	en	Sidan 64	Kapitel_6 Rivstart_A1_A2
trend, noun	trend	<ul><li>trend</li></ul>			noun	en	Sidan 124	Kapitel_12 Rivstart_A1_A2
jaga, verb	jaga	<ul><li>hunt (figuratively &quot;avidly search for&quot;)</li><li>chase [away]</li></ul>	jaga älg	hunt elk	verb	att	Sidan 49	Kapitel_5 Rivstart_A1_A2
manlig, adjective	manlig	<ul><li>male</li><li>masculine</li></ul>	manlig och kvinnlig personal	male and female personnel	adjective		Sidan 116	Kapitel_11 Rivstart_A1_A2
variant, noun	variant	<ul><li>variation, variant</li></ul>			noun	en	Sidan 123	Kapitel_12 Rivstart_A1_A2
mil, noun	mil	<ul><li>a distance of 10 kilometres</li></ul>			noun	en	Sidan 108	Kaptiel_10 Rivstart_A1_A2
invandring, noun	invandring	<ul><li>immigration</li></ul>			noun		Sidan 105	Kaptiel_10 Rivstart_A1_A2
gränsa, verb	gränsa	<ul><li>abut, border (on)</li></ul>	bostadsområdet gränsar till parken	the residential area is adjacent to the park	verb	att	Sidan 111	Kaptiel_10 Rivstart_A1_A2
bas, noun	bas	<ul><li>bass</li><li>foreman, boss</li><li>foundation, basis</li><li>base</li><li>the lowest male singing voice, supervisor, head, foundation upon which sth. rests; bottom, ground, place from which military operations proceed, chemical substance capable of taking up hydrogen ions</li></ul>			noun	en	Sidan 123	Kapitel_12 Rivstart_A1_A2
fil, noun	fil	<ul><li>phil. (in an academic qualification)</li><li>file</li><li>lane</li><li>row</li><li>sour(ed) milk</li><li>a tool of steel used to smooth out a flat surface, row</li></ul>	fil dr	Ph.D.	noun	en	Sidan 42	Kapitel_4 Rivstart_A1_A2
smart, adjective	smart	<ul><li>sly, sharp, smart</li><li>smart (informal)</li></ul>	smarta affärsmän	shrewd businessmen	adjective		Sidan 70	Kaptiel_7 Rivstart_A1_A2
bibliotek, noun	bibliotek	<ul><li>library</li><li>(building housing) a collection of books</li></ul>	låna på bibliotek	borrow books at a library	noun	ett	Sidan 49	Kapitel_5 Rivstart_A1_A2
variera, verb	variera	<ul><li>vary</li><li>introduce variety</li></ul>	hus av varierande storlek	houses of varying sizes	verb	att	Sidan 131	Kapitel_12 Rivstart_A1_A2
museum, noun	museum	<ul><li>museum</li></ul>	Historiska museet i Stockholm	Museum of National Antiquities, Stockholm	noun	ett	Sidan 51	Kapitel_5 Rivstart_A1_A2
lunch, noun	lunch	<ul><li>lunch</li></ul>			noun	en	Sidan 30	Kapitel_3 Rivstart_A1_A2
katastrof, noun	katastrof	<ul><li>disaster, catastrophe</li></ul>			noun	en	Sidan 62	Kapitel_6 Rivstart_A1_A2
gissa, verb	gissa	<ul><li>suppose, guess</li><li>express an assumption without being certain of the facts, believe, presume</li></ul>	gissa vad vi får till middag!	guess what we&#39;re having for dinner!	verb	att	Sidan 64	Kapitel_6 Rivstart_A1_A2
flod, noun	flod	<ul><li>river</li><li>flood (also figuratively)</li></ul>			noun	en	Sidan 110	Kaptiel_10 Rivstart_A1_A2
spansk, adjective	spansk	<ul><li>spanish</li><li>from or of Spain</li></ul>			adjective		Sidan 128	Kapitel_12 Rivstart_A1_A2
utställning, noun	utställning	<ul><li>exhibition</li><li>show, display</li></ul>			noun	en	Sidan 97	Kapitel_9 Rivstart_A1_A2
utomlands, adverb	utomlands	<ul><li>abroad</li></ul>	resa utomlands	travel abroad	adverb		Sidan 54	Kapitel_5 Rivstart_A1_A2
huvudstad, noun	huvudstad	<ul><li>capital</li><li>the town or city serving as a country&#39;s official seat of government</li></ul>			noun	en	Sidan 110	Kaptiel_10 Rivstart_A1_A2
hamn, noun	hamn	<ul><li>(harbor [us]), harbour, port, haven</li><li>a place providing a sheltered anchorage or mooring for ships</li></ul>	söka hamn	put into port	noun	en	Sidan 97	Kapitel_9 Rivstart_A1_A2
karta, noun	karta	<ul><li>map</li></ul>			noun	en	Sidan 42	Kapitel_4 Rivstart_A1_A2
sko, noun	sko	<ul><li>shoe, boot</li></ul>			noun	en	Sidan 24	Kapitel_2 Rivstart_A1_A2
lust, noun	lust	<ul><li>inclination</li><li>content</li></ul>	jag har inte lust att städa	I don&#39;t feel like cleaning	noun	en	Sidan 46	Kapitel_5 Rivstart_A1_A2
transport, noun	transport	<ul><li>transport</li></ul>			noun	en	Sidan 92	Kapitel_9 Rivstart_A1_A2
servera, verb	servera	<ul><li>serve, wait on</li></ul>	hon serverade kaffet	she poured the coffee	verb	att	Sidan 137	Kaptiel_13 Rivstart_A1_A2
semester, noun	semester	<ul><li>(vacation [us]), holiday(s)</li></ul>	ta en veckas semester	take a week&#39;s holiday	noun		Sidan 46	Kapitel_5 Rivstart_A1_A2
favorit, noun	favorit	<ul><li>favourite, (favorite [us])</li><li>favourite</li></ul>	han var lärarnas favorit	he was the teachers&#39; pet	noun	en	Sidan 46	Kapitel_5 Rivstart_A1_A2
strax, adverb	strax	<ul><li>at once, directly</li></ul>	strax söder om Falköping	just south of Falköping	adverb		Sidan 37	Kapitel_4 Rivstart_A1_A2
välkommen, adjective	välkommen	<ul><li>welcome</li></ul>	ett välkommet avbrott	a welcome interruption	adjective		Sidan 21	Kapitel_2 Rivstart_A1_A2
välkommen, interjection	välkommen	<ul><li>welcome (a greeting to visitors and the like)</li></ul>	välkommen till Göteborg!	welcome to Göteborg!	interjection		Sidan 21	Kapitel_2 Rivstart_A1_A2
frukt, noun	frukt	<ul><li>fruit</li></ul>			noun	en	Sidan 124	Kapitel_12 Rivstart_A1_A2
guld, noun	guld	<ul><li>gold</li><li>first place (in sport), gold medal</li></ul>			noun		Sidan 79	Kaptiel_7 Rivstart_A1_A2
generell, adjective	generell	<ul><li>general</li><li>apply to all in a group, common</li></ul>	generella lönehöjningar	general wage increases	adjective		Sidan 16	Kapitel_1 Rivstart_A1_A2
torg, noun	torg	<ul><li>square; market</li></ul>			noun	ett	Sidan 40	Kapitel_4 Rivstart_A1_A2
vandra, verb	vandra	<ul><li>walk (figuratively of things &quot;move&quot;)</li><li>wander, go on foot, ramble, stroll, migrate</li></ul>	pengarna vandrade ner i hans egen ficka	the money found its way into his own pocket	verb	att	Sidan 90	Kapitel_8 Rivstart_A1_A2
kök, noun	kök	<ul><li>kitchen</li><li>stove</li><li>cuisine</li></ul>			noun	ett	Sidan 115	Kapitel_11 Rivstart_A1_A2
filosofi, noun	filosofi	<ul><li>philosophy</li></ul>			noun		Sidan 13	Kapitel_1 Rivstart_A1_A2
typisk, adjective	typisk	<ul><li>typical</li></ul>	ett typiskt exempel	a typical example	adjective		Sidan 80	Kapitel_8 Rivstart_A1_A2
arbetskraft, noun	arbetskraft	<ul><li>labour, manpower</li><li>persons able to perform work</li></ul>	utländsk arbetskraft	foreign labour	noun		Sidan 105	Kaptiel_10 Rivstart_A1_A2
bonde, noun	bonde	<ul><li>farmer, peasant</li><li>pawn</li><li>a person who cultivates the land, one engaged in agriculture, the weakest piece in the game of chess</li></ul>			noun	en	Sidan 123	Kapitel_12 Rivstart_A1_A2
landa, verb	landa	<ul><li>land (of aircraft, birds, etc.)</li></ul>			verb	att	Sidan 137	Kaptiel_13 Rivstart_A1_A2
service, noun	service	<ul><li>service</li><li>overhaul</li></ul>	kommunen ger service åt invånarna	the local authorities provide a variety of public services for the inhabitants	noun		Sidan 87	Kapitel_8 Rivstart_A1_A2
bredvid, preposition	bredvid	<ul><li>adjacent to, beside, by the side of</li></ul>	de satt alltid bredvid varandra	they always sat next to one another	preposition		Sidan 32	Kapitel_3 Rivstart_A1_A2
pass, noun	pass	<ul><li>about (in phrases)</li><li>passport</li><li>pass</li><li>spell</li><li>no bid (at cards)</li></ul>			noun	ett	Sidan 24	Kapitel_2 Rivstart_A1_A2
grekisk, adjective	grekisk	<ul><li>greek</li><li>of or pertaining to Greece</li></ul>	grekisk musik	Greek music	adjective		Sidan 128	Kapitel_12 Rivstart_A1_A2
ovanlig, adjective	ovanlig	<ul><li>unusual</li></ul>	en ovanlig syn	an unusual sight	adjective		Sidan 101	Kapitel_9 Rivstart_A1_A2
skild, adjective	skild	<ul><li>different, varying, differing, various</li><li>divorced, separated</li></ul>	de har skilda utgångspunkter	they have different points of departure	adjective		Sidan 15	Kapitel_1 Rivstart_A1_A2
fågel, noun	fågel	<ul><li>bird</li></ul>			noun	en	Sidan 101	Kapitel_9 Rivstart_A1_A2
ledig, adjective	ledig	<ul><li>free, available</li><li>free and easy</li></ul>	ta ledigt från jobbet	take time off from work	adjective		Sidan 134	Kaptiel_13 Rivstart_A1_A2
smak, noun	smak	<ul><li>taste; flavour</li><li>taste</li></ul>	lukt och smak	smell and taste	noun	en	Sidan 123	Kapitel_12 Rivstart_A1_A2
trädgård, noun	trädgård	<ul><li>garden</li></ul>			noun	en	Sidan 49	Kapitel_5 Rivstart_A1_A2
landskap, noun	landskap	<ul><li>province</li><li>landscape (also used figuratively)</li></ul>			noun	ett	Sidan 102	Kapitel_9 Rivstart_A1_A2
komplettera, verb	komplettera	<ul><li>complement</li></ul>	kompletterande utbildning	supplementary training	verb	att	Sidan 22	Kapitel_2 Rivstart_A1_A2
datum, noun	datum	<ul><li>date</li><li>day (and month and year)</li></ul>	vad är det för datum idag?	what is today&#39;s date?	noun	ett	Sidan 82	Kapitel_8 Rivstart_A1_A2
design, noun	design	<ul><li>design</li><li>(artistic) creation according to plan</li></ul>			noun	en	Sidan 12	Kapitel_1 Rivstart_A1_A2
ful, adjective	ful	<ul><li>ugly</li><li>nasty, foul</li></ul>	ful som ett troll	ugly as sin	adjective		Sidan 69	Kaptiel_7 Rivstart_A1_A2
testamente, noun	testamente	<ul><li>will</li><li>testament</li></ul>	skriva testamente	draw up a will	noun	ett	Sidan 62	Kapitel_6 Rivstart_A1_A2
gul, adjective	gul	<ul><li>yellow</li></ul>	gul lök	yellow onion	adjective		Sidan 68	Kaptiel_7 Rivstart_A1_A2
yrke, noun	yrke	<ul><li>profession, occupation, trade</li></ul>			noun	ett	Sidan 13	Kapitel_1 Rivstart_A1_A2
