mobbning (noun)	mobbning	noun		<ul><li>bullying</li></ul>				
leksak (noun)	leksak	noun	en	<ul><li>toy</li></ul>			[sound:leksak.mp3]	
spridd (adjective)	spridd	adjective		<ul><li>spread, scattered, isolated, sporadic, sparse</li><li>spread</li></ul>			[sound:spridd.mp3]	
tillit (noun)	tillit	noun		<ul><li>trust</li></ul>			[sound:tillit.mp3]	
utbrott (noun)	utbrott	noun	ett	<ul><li>outbreak</li></ul>			[sound:utbrott.mp3]	
disk (noun)	disk	noun	en	<ul><li>counter, a high, narrow table over which customers (of a bank, shop, etc.) are served</li><li>washing-up, (dirty) dishes, dinner plates, etc., which need washing</li><li>disc, disk (computer technology), a round, flat magnetic plate for the storage of data and computer programs</li><li>disc, disk, intervertebral disc</li></ul>	torka disken	dry the dishes, dry up	[sound:disk.mp3]	
försoning (noun)	försoning	noun	en	<ul><li>reconciliation</li></ul>	försoning mellan parterna	reconciliation between the parties	[sound:försoning.mp3]	
universell (adjective)	universell	adjective		<ul><li>universal</li></ul>			[sound:universell.mp3]	
beroende (noun)	beroende	noun	ett	<ul><li>dependence, addiction, state of being dependent or addicted</li></ul>	vårt beroende av läkemedel måste minska	our dependence on pharmaceuticals must be reduced	[sound:beroende.mp3]	
diktator (noun)	diktator	noun	en	<ul><li>dictator, an absolute ruler</li></ul>			[sound:diktator.mp3]	
passage (noun)	passage	noun	en	<ul><li>passage</li></ul>			[sound:passage.mp3]	
inbyggd (adjective)	inbyggd	adjective		<ul><li>built-in (also figuratively)</li></ul>			[sound:inbyggd.mp3]	
plåga (verb)	plåga	verb	att	<ul><li>torture, torment</li></ul>	plågas av dålig ekonomi	be plagued by financial difficulties	[sound:plåga.mp3]	
plåga (noun)	plåga	noun	en	<ul><li>pain (also &quot;torment&quot; of sth. that causes pain)</li></ul>	han är en plåga för sin omgivning	he is a torment (nuisance, bore) to those around him	[sound:plåga.mp3]	
strikt (adjective)	strikt	adjective		<ul><li>strict (of people &quot;correct&quot;)</li></ul>			[sound:strikt.mp3]	
utlova (verb)	utlova	verb	att	<ul><li>promise</li></ul>	en belöning har utlovats för den som kan gripa mördaren	a reward has been promised (offered) to anyone who can capture the murderer		
riksbank (noun)	riksbank	noun	en	<ul><li>national bank, federal bank</li></ul>				
återta (verb)	återta	verb	att	<ul><li>retake, regain</li></ul>				
dokumentation (noun)	dokumentation	noun	en	<ul><li>documentation, substantiation through the provision of documents</li></ul>			[sound:dokumentation.mp3]	
ingrediens (noun)	ingrediens	noun	en	<ul><li>ingredient (especially used with respect to cooking, etc.)</li></ul>			[sound:ingrediens.mp3]	
inträda (verb)	inträda	verb	att	<ul><li>join, enter</li><li>arise, occur</li></ul>	inträda som suppleant	join as a deputy member		
show (noun)	show	noun	en	<ul><li>show (english)</li></ul>			[sound:show.mp3]	
delaktighet (noun)	delaktighet	noun	en	<ul><li>participity, participation</li></ul>				
odling (noun)	odling	noun	en	<ul><li>cultivation (also of places for cultivation)</li></ul>			[sound:odling.mp3]	
vardagsrum (noun)	vardagsrum	noun	ett	<ul><li>living room, sitting room, parlour</li></ul>			[sound:vardagsrum.mp3]	
fascinerande (adjective)	fascinerande	adjective		<ul><li>fascinating</li></ul>			[sound:fascinerande.mp3]	
kontext (noun)	kontext	noun	en	<ul><li>context</li></ul>				
lina (noun)	lina	noun	en	<ul><li>rope, wire</li></ul>			[sound:lina.mp3]	
folkhögskola (noun)	folkhögskola	noun	en	<ul><li>folk high school</li></ul>			[sound:folkhögskola.mp3]	
glasögon (noun)	glasögon	noun	ett	<ul><li>glasses, spectacles, ground glass lenses used to improve vision</li></ul>			[sound:glasögon.mp3]	
inviga (verb)	inviga	verb	att	<ul><li>initiate [into], confide [in]</li><li>dedicate, inaugurate</li></ul>	inviga någon i en hemlighet	confide a secret to sby		
rop (noun)	rop	noun	ett	<ul><li>shout, call, cry</li></ul>			[sound:rop.mp3]	
disciplin (noun)	disciplin	noun	en	<ul><li>discipline, order; obedience</li></ul>	hård disciplin	tough discipline	[sound:disciplin.mp3]	
europé (noun)	europé	noun	en	<ul><li>european, a person from Europe</li></ul>			[sound:europé.mp3]	
härskare (noun)	härskare	noun	en	<ul><li>emperor</li></ul>				
återkomst (noun)	återkomst	noun	en	<ul><li>return</li></ul>			[sound:återkomst.mp3]	
i fred (adverb)	i fred	adverb		<ul><li>alone</li></ul>			[sound:i fred.mp3]	
kompensation (noun)	kompensation	noun		<ul><li>compensation</li></ul>			[sound:kompensation.mp3]	
representativ (adjective)	representativ	adjective		<ul><li>representative (of people &quot;who is able to represent something in a proper and dignified way&quot;)</li></ul>			[sound:representativ.mp3]	
strömma (verb)	strömma	verb	att	<ul><li>pour, stream, flow</li></ul>	publiken strömmade till i stora mängder	people flocked in large numbers		
kartlägga (verb)	kartlägga	verb	att	<ul><li>map [out], survey</li></ul>	forskarna har kartlagt svenskarnas matvanor	researchers have surveyed Swedish eating habits		
systematiskt (adverb)	systematiskt	adverb		<ul><li>systematically</li></ul>				
yxa (noun)	yxa	noun	en	<ul><li>axe</li></ul>			[sound:yxa.mp3]	
bevakning (noun)	bevakning	noun	en	<ul><li>guarding, surveillance</li></ul>				
missionär (noun)	missionär	noun	en	<ul><li>missionary</li></ul>				
bekännelse (noun)	bekännelse	noun	en	<ul><li>confession</li><li>profession (of faith), open affirmation of one&#39;s belief, persuasion, etc.</li><li>creed, religious doctrine</li></ul>	en nedskriven bekännelse	a written confession	[sound:bekännelse.mp3]	
ensidig (adjective)	ensidig	adjective		<ul><li>narrow-minded, biased, one-sided</li></ul>			[sound:ensidig.mp3]	
högtid (noun)	högtid	noun	en	<ul><li>festival, feast, a time marked by a special celebration</li></ul>			[sound:högtid.mp3]	
psykiskt (adverb)	psykiskt	adverb		<ul><li>mentally</li></ul>				
rehabilitering (noun)	rehabilitering	noun		<ul><li>rehabilitation</li></ul>				
övervinna (verb)	övervinna	verb	att	<ul><li>overcome</li></ul>	övervinna sin misstro mot tekniken	overcome one&#39;s suspicion of technology		
enkät (noun)	enkät	noun	en	<ul><li>questionnaire, poll</li></ul>			[sound:enkät.mp3]	
pol (noun)	pol	noun	en	<ul><li>pole</li><li>pole, one of two extremes</li></ul>			[sound:pol.mp3]	
återhämtning (noun)	återhämtning	noun	en	<ul><li>recovery</li></ul>				
exploatering (noun)	exploatering	noun	en	<ul><li>exploitation, development</li></ul>	exploateringen av älvarna måste stoppas!	exploitation of the rivers must be stopped!	[sound:exploatering.mp3]	
kärnkraftverk (noun)	kärnkraftverk	noun	ett	<ul><li>nuclear power plant</li></ul>				
stig (noun)	stig	noun	en	<ul><li>path</li></ul>			[sound:stig.mp3]	
primär (adjective)	primär	adjective		<ul><li>primary (by extension &quot;basic&quot;)</li></ul>			[sound:primär.mp3]	
republikan (noun)	republikan	noun	en	<ul><li>republican</li></ul>				
gestalt (noun)	gestalt	noun	en	<ul><li>figure, shape, character</li></ul>	han var en välkänd gestalt i Stockholms nöjesliv	he was a familiar figure in the bars and clubs of Stockholm	[sound:gestalt.mp3]	
konstitutionell (adjective)	konstitutionell	adjective		<ul><li>constitutionally</li></ul>				
avslutningsvis (adverb)	avslutningsvis	adverb		<ul><li>finally</li></ul>				
indian (noun)	indian	noun	en	<ul><li>(american) indian, native american</li></ul>			[sound:indian.mp3]	
ingenstans (adverb)	ingenstans	adverb		<ul><li>anywhere, nowhere</li></ul>	jag hittar honom ingenstans	I cannot find him anywhere	[sound:ingenstans.mp3]	
nuförtiden (adverb)	nuförtiden	adverb		<ul><li>nowadays</li></ul>				
baltisk (adjective)	baltisk	adjective		<ul><li>baltic, of, from or pertaining to the Baltic States, i.e. Estonia, Latvia and Lithuania</li></ul>			[sound:baltisk.mp3]	
förtydliga (verb)	förtydliga	verb	att	<ul><li>make clear, explain, clarify</li></ul>				
gärningsman (noun)	gärningsman	noun	en	<ul><li>perpetrator, culprit</li></ul>			[sound:gärningsman.mp3]	
tröst (noun)	tröst	noun	en	<ul><li>solace, comfort</li></ul>	finna tröst i naturen	find solace in nature	[sound:tröst.mp3]	
epok (noun)	epok	noun	en	<ul><li>epoch</li></ul>			[sound:epok.mp3]	
nedskärning (noun)	nedskärning	noun	en	<ul><li>cut-backs, cut-back, cutback, cutbacks</li></ul>				
tillika (adverb)	tillika	adverb		<ul><li>besides, moreover</li></ul>			[sound:tillika.mp3]	
remiss (noun)	remiss	noun	en	<ul><li>referral</li></ul>	ärendet går på remiss	the matter is being referred for consideration	[sound:remiss.mp3]	
skåda (verb)	skåda	verb	att	<ul><li>see, behold</li></ul>	hans vrede var förfärlig att skåda	his wrath was terrible to behold		
bevittna (verb)	bevittna	verb	att	<ul><li>witness, observe, see</li><li>witness, certify, attest</li></ul>	bevittna en händelse	witness an event		
främling (noun)	främling	noun	en	<ul><li>alien, foreigner, stranger</li></ul>			[sound:främling.mp3]	
juridik (noun)	juridik	noun		<ul><li>law, jurisprudence</li></ul>			[sound:juridik.mp3]	
utvisning (noun)	utvisning	noun	en	<ul><li>deportation</li></ul>			[sound:utvisning.mp3]	
legitim (adjective)	legitim	adjective		<ul><li>legitimate</li></ul>			[sound:legitim.mp3]	
bostadsområde (noun)	bostadsområde	noun	ett	<ul><li>residential area</li></ul>				
hyresgäst (noun)	hyresgäst	noun	en	<ul><li>tenant, a person who rents a house or flat from a landlord</li></ul>			[sound:hyresgäst.mp3]	
radikalt (adverb)	radikalt	adverb		<ul><li>radical</li></ul>				
vinge (noun)	vinge	noun	en	<ul><li>wing (figuratively of the wings of an aircraft)</li></ul>			[sound:vinge.mp3]	
klassa (verb)	klassa	verb	att	<ul><li>classify, categorize</li></ul>	byggnaden har klassats som kulturminnesmärke	the building has been classified as a historical monument		
legend (noun)	legend	noun	en	<ul><li>legend, myth</li></ul>			[sound:legend.mp3]	
öre (noun)	öre	noun	ett	<ul><li>penny</li></ul>	det stämmer på öret	right to the (last) öre	[sound:öre.mp3]	
begrava (verb)	begrava	verb	att	<ul><li>bury, inter (figuratively, &quot;seclude, hide away&quot;), lay in a grave</li></ul>	begravd i glömska	consigned to oblivion		
funktionsnedsättning (noun)	funktionsnedsättning	noun	en	<ul><li>disability</li></ul>				
persisk (adjective)	persisk	adjective		<ul><li>persian</li></ul>			[sound:persisk.mp3]	
tillskott (noun)	tillskott	noun	ett	<ul><li>addition, contribution</li></ul>	ett kraftigt tillskott av nytt kapital	a substantial infusion of new capital	[sound:tillskott.mp3]	
klagomål (noun)	klagomål	noun	ett	<ul><li>complaint</li></ul>	vi har fått klagomål från upprörda grannar	we have had complaints from upset neighbours	[sound:klagomål.mp3]	
kortsiktig (adjective)	kortsiktig	adjective		<ul><li>short-term</li></ul>			[sound:kortsiktig.mp3]	
avliden (adjective)	avliden	adjective		<ul><li>fallen</li></ul>				
backe (noun)	backe	noun	en	<ul><li>slope, hill, hillside, uphill or downhill (road, etc.)</li></ul>			[sound:backe.mp3]	
förespråkare (noun)	förespråkare	noun	en	<ul><li>spokesman, advocate</li></ul>	en förespråkare för vindkraft	an advocate of wind power	[sound:förespråkare.mp3]	
indikator (noun)	indikator	noun	en	<ul><li>indicator</li></ul>				
nutida (adjective)	nutida	adjective		<ul><li>of today, modern</li></ul>			[sound:nutida.mp3]	
åta (verb)	åta	verb	att	<ul><li>commit</li><li>undertake, accept to fullfill the task</li></ul>				
muntlig (adjective)	muntlig	adjective		<ul><li>verbal, oral</li></ul>			[sound:muntlig.mp3]	
nedre (adjective)	nedre	adjective		<ul><li>lower</li></ul>			[sound:nedre.mp3]	
regeringsform (noun)	regeringsform	noun	en	<ul><li>government form, form of government</li></ul>				
otrevlig (adjective)	otrevlig	adjective		<ul><li>disagreeable</li></ul>			[sound:otrevlig.mp3]	
publikation (noun)	publikation	noun	en	<ul><li>publication</li></ul>			[sound:publikation.mp3]	
halt (noun)	halt	noun	en	<ul><li>content, percentage, the proportion of a substance in a mixture</li></ul>	halten av guld i en legering	the gold content of an alloy	[sound:halt.mp3]	
borg (noun)	borg	noun	en	<ul><li>castle, stronghold, fortress</li></ul>			[sound:borg.mp3]	
porträtt (noun)	porträtt	noun	ett	<ul><li>portrait (figuratively &quot;description (of a person) in words&quot;)</li></ul>	ett porträtt av partiledaren	a portrait of the leader of the party	[sound:porträtt.mp3]	
utomstående (adjective)	utomstående	adjective		<ul><li>outsider</li></ul>			[sound:utomstående.mp3]	
ironi (noun)	ironi	noun		<ul><li>irony</li></ul>			[sound:ironi.mp3]	
manipulera (verb)	manipulera	verb	att	<ul><li>manipulate</li></ul>	valsiffrorna hade blivit manipulerade	the election had been rigged		
utomhus (adverb)	utomhus	adverb		<ul><li>outdoors</li></ul>			[sound:utomhus.mp3]	
privilegium (noun)	privilegium	noun	ett	<ul><li>privilege (historically of legal benefits)</li></ul>	adeln har förlorat sina privilegier	the nobility have lost their privileges	[sound:privilegium.mp3]	
rensning (noun)	rensning	noun	en	<ul><li>wash out</li></ul>				
etapp (noun)	etapp	noun	en	<ul><li>stage (also figuratively)</li></ul>	den sista etappen i utbyggnaden	the final stage of the extension	[sound:etapp.mp3]	
minimera (verb)	minimera	verb	att	<ul><li>minimise</li></ul>				
representation (noun)	representation	noun		<ul><li>representation</li><li>(official) entertainment</li></ul>	bättre representation för kvinnorna	better representation for women	[sound:representation.mp3]	
latin (noun)	latin	noun		<ul><li>latin</li></ul>			[sound:latin.mp3]	
måhända (adverb)	måhända	adverb		<ul><li>maybe</li></ul>			[sound:måhända.mp3]	
serbisk (adjective)	serbisk	adjective		<ul><li>serb(ian)</li></ul>			[sound:serbisk.mp3]	
estetisk (adjective)	estetisk	adjective		<ul><li>aesthetic, (esthetic [us])</li></ul>			[sound:estetisk.mp3]	
folkrörelse (noun)	folkrörelse	noun	en	<ul><li>popular (national) movement</li></ul>			[sound:folkrörelse.mp3]	
grundare (noun)	grundare	noun	en	<ul><li>founder</li></ul>				
konspiration (noun)	konspiration	noun	en	<ul><li>conspiracy</li></ul>			[sound:konspiration.mp3]	
kritiskt (adverb)	kritiskt	adverb		<ul><li>critically, critical</li></ul>				
kurva (noun)	kurva	noun	en	<ul><li>curve (also used for a line in a graph of statistics)</li><li>curve</li></ul>	bilarna möttes i en tvär kurva	the cars met at a sharp bend in the road	[sound:kurva.mp3]	
operera (verb)	operera	verb	att	<ul><li>operate</li><li>operate (also commonly &quot;work, act&quot;)</li></ul>	hon ska opereras för blindtarmen i morgon	she is to have her appendix out tomorrow		
turné (noun)	turné	noun	en	<ul><li>tour</li></ul>			[sound:turné.mp3]	
åskådare (noun)	åskådare	noun	en	<ul><li>spectator, also onlooker, looker-on, bystander</li></ul>			[sound:åskådare.mp3]	
forntid (noun)	forntid	noun	en	<ul><li>prehistoric times, antiquity</li></ul>	i den grå forntiden	in the dim and distant past	[sound:forntid.mp3]	
robot (noun)	robot	noun	en	<ul><li>robot</li><li>guided missile</li></ul>	hon gick omkring som en robot	she went about like a robot	[sound:robot.mp3]	
försvarare (noun)	försvarare	noun	en	<ul><li>defender, defence lawyer</li></ul>			[sound:försvarare.mp3]	
landslag (noun)	landslag	noun	ett	<ul><li>national team</li></ul>			[sound:landslag.mp3]	
proportion (noun)	proportion	noun		<ul><li>proportion</li></ul>	låta en sak få rimliga proportioner	give sth. reasonable proportions	[sound:proportion.mp3]	
verkstad (noun)	verkstad	noun	en	<ul><li>workshop</li></ul>	mekanisk verkstad	engineering workshop	[sound:verkstad.mp3]	
bomba (verb)	bomba	verb	att	<ul><li>bomb, drop bombs on</li></ul>	presidentens palats bombades	the presidential palace was bombed		
jeans (noun)	jeans	noun		<ul><li>jeans (english)</li></ul>			[sound:jeans.mp3]	
jordbävning (noun)	jordbävning	noun	en	<ul><li>earthquake</li></ul>			[sound:jordbävning.mp3]	
ratt (noun)	ratt	noun	en	<ul><li>steering wheel</li></ul>	sitta vid ratten	sit at (behind) the wheel, take the wheel	[sound:ratt.mp3]	
brant (adjective)	brant	adjective		<ul><li>steep, precipitous, steeply rising or falling</li></ul>			[sound:brant.mp3]	
brant (noun)	brant	noun	en	<ul><li>verge, (steep) slope</li></ul>			[sound:brant.mp3]	
bot (noun)	bot	noun	en	<ul><li>cure, remedy, help, cure; medicine</li><li>penalty, fine, sum of money imposed as a penalty for an offence</li></ul>	lova bot och bättring	promise to mend one&#39;s ways	[sound:bot.mp3]	
dusch (noun)	dusch	noun	en	<ul><li>shower, showerhead</li><li>shower</li></ul>			[sound:dusch.mp3]	
konsensus (noun)	konsensus	noun		<ul><li>consensus</li></ul>				
könsneutral (adjective)	könsneutral	adjective		<ul><li>gender neutral</li></ul>				
våldta (verb)	våldta	verb	att	<ul><li>rape</li></ul>	flickan blev våldtagen av en maskerad man	the girl was raped by a masked man		
skruva (verb)	skruva	verb	att	<ul><li>spin, screw</li><li>turn down (up)</li></ul>	skruva i en lampa	screw in a light bulb		
slutföra (verb)	slutföra	verb	att	<ul><li>bring (carry) to a conclusion, complete, finish</li></ul>	projektet slutfördes 1971	the project was brought to a conclusion in 1971		
återspegla (verb)	återspegla	verb	att	<ul><li>mirror, reflect</li></ul>	tidningens politiska åsikter återspeglas i nyhetsmaterialet	the newspaper&#39;s political views are reflected in the news matter		
eko (noun)	eko	noun	ett	<ul><li>echo (also used figuratively)</li></ul>	skandalen gav eko i vida kretsar	the scandal had widespread repercussions	[sound:eko.mp3]	
horisont (noun)	horisont	noun	en	<ul><li>skyline, horizon, the line that forms the apparent boundary between the earth and sky</li></ul>	mörka moln dök upp vid horisonten	black clouds sailed up over the horizon	[sound:horisont.mp3]	
beslutsfattare (noun)	beslutsfattare	noun	en	<ul><li>decision maker</li></ul>	Information till beslutsfattare och till allmänheten måste vara relevant, aktuell och lättbegriplig. 			
suck (noun)	suck	noun	en	<ul><li>sigh</li></ul>	en suck av lättnad	a sigh of relief	[sound:suck.mp3]	
utlösa (verb)	utlösa	verb	att	<ul><li>start off</li></ul>	beslutet utlöste en storm av protester	the decision triggered a storm of protest		
flygbolag (noun)	flygbolag	noun	ett	<ul><li>airline, air company</li></ul>				
spegel (noun)	spegel	noun	en	<ul><li>mirror (also figuratively of anything that works in a similar way)</li></ul>	se sig i spegeln	look at oneself (one&#39;s image, reflection) in the mirror	[sound:spegel.mp3]	
konventionell (adjective)	konventionell	adjective		<ul><li>conventional</li></ul>			[sound:konventionell.mp3]	
metall (noun)	metall	noun		<ul><li>metal</li></ul>			[sound:metall.mp3]	
återstående (adjective)	återstående	adjective		<ul><li>remaining</li></ul>				
i fjol (adverb)	i fjol	adverb		<ul><li>last year</li></ul>				
lönsamhet (noun)	lönsamhet	noun	en	<ul><li>profitability</li></ul>	bristande lönsamhet	unprofitability	[sound:lönsamhet.mp3]	
balanserad (adjective)	balanserad	adjective		<ul><li>balanced</li></ul>				
antiken (noun)	antiken	noun		<ul><li>antiquity, ancient times, esp. of ancient Greece or Rome; the period before the Middle Ages</li></ul>			[sound:antiken.mp3]	
innovativ (adjective)	innovativ	adjective		<ul><li>innovative</li></ul>				
utnämna (verb)	utnämna	verb	att	<ul><li>appoint</li></ul>				
pricka (verb)	pricka	verb	att	<ul><li>censure</li><li>hit</li></ul>	läkaren prickades för tjänstefel	the doctor was censured for professional misconduct	[sound:pricka.mp3]	
avreglering (noun)	avreglering	noun		<ul><li>deregulation</li></ul>				
bristfällig (adjective)	bristfällig	adjective		<ul><li>defective, faulty; insufficient, incomplete, bad</li></ul>			[sound:bristfällig.mp3]	
ensamstående (adjective)	ensamstående	adjective		<ul><li>single</li></ul>			[sound:ensamstående.mp3]	
inomhus (adverb)	inomhus	adverb		<ul><li>indoors</li></ul>			[sound:inomhus.mp3]	
kapabel (adjective)	kapabel	adjective		<ul><li>capable</li></ul>			[sound:kapabel.mp3]	
autonom (adjective)	autonom	adjective		<ul><li>autonomous, independent; self-governing</li></ul>			[sound:autonom.mp3]	
mekanisk (adjective)	mekanisk	adjective		<ul><li>mechanical</li></ul>			[sound:mekanisk.mp3]	
övertygande (adjective)	övertygande	adjective		<ul><li>convincing</li></ul>			[sound:övertygande.mp3]	
kvarvarande (adjective)	kvarvarande	adjective		<ul><li>remaining</li></ul>			[sound:kvarvarande.mp3]	
vägnar (noun)	vägnar	noun		<ul><li>on behalf of, on account of</li></ul>			[sound:vägnar.mp3]	
befara (verb)	befara	verb	att	<ul><li>fear</li></ul>	polisen befarar att pojken har fallit överbord			
beundra (verb)	beundra	verb	att	<ul><li>admire, be impressed by, respect</li></ul>	beundra utsikten	admire the view		
förfall (noun)	förfall	noun	ett	<ul><li>decline, decay</li><li>excuse</li></ul>	stadsdelens förfall har fortgått alltför länge	the district (neighbourhood, residential quarter) has been in decline for far too long	[sound:förfall.mp3]	
toppmöte (noun)	toppmöte	noun	ett	<ul><li>summit [meeting]</li></ul>			[sound:toppmöte.mp3]	
kupp (noun)	kupp	noun	en	<ul><li>coup</li></ul>			[sound:kupp.mp3]	
bistå (verb)	bistå	verb	att	<ul><li>help, aid, assist</li></ul>				
sno (verb)	sno	verb	att	<ul><li>wind, twist, twine, turn</li><li>pinch, steal</li></ul>	sno ett band runt flätan	tie a ribbon round the plait		
genuin (adjective)	genuin	adjective		<ul><li>genuine, real; characteristic, typical</li></ul>			[sound:genuin.mp3]	
ros (noun)	ros	noun	en	<ul><li>rose</li><li>praise</li></ul>	ge en bukett rosor till sin älskade	give a bouquet of roses to one&#39;s love	[sound:ros.mp3]	
tittare (noun)	tittare	noun	en	<ul><li>viewer</li></ul>			[sound:tittare.mp3]	
check (noun)	check	noun	en	<ul><li>cheque, (check [us]), a means of payment, a written payment order to a bank</li></ul>			[sound:check.mp3]	
irrelevant (adjective)	irrelevant	adjective		<ul><li>non related, irrelevant, obsolet</li></ul>				
överlag (adverb)	överlag	adverb		<ul><li>overall</li></ul>	de var överlag mycket snälla	for the most part they were nice	[sound:överlag.mp3]	
förstånd (noun)	förstånd	noun		<ul><li>sense, intelligence</li></ul>	visa gott förstånd	show common sense	[sound:förstånd.mp3]	
blockad (noun)	blockad	noun	en	<ul><li>blockade (also used of boycotts in conjunction with labour disputes), restriction of trading with one or more countries</li></ul>			[sound:blockad.mp3]	
omställning (noun)	omställning	noun	en	<ul><li>changeover, conversion, switch-over</li></ul>			[sound:omställning.mp3]	
rumpa (noun)	rumpa	noun	en	<ul><li>rump, backside</li></ul>			[sound:rumpa.mp3]	
förebyggande (adjective)	förebyggande	adjective		<ul><li>prevention, preventive, preventing</li></ul>				
notis (noun)	notis	noun	en	<ul><li>press item</li></ul>			[sound:notis.mp3]	
moms (noun)	moms	noun		<ul><li>vat, value-added tax</li></ul>	moms på matvaror	VAT on foodstuffs	[sound:moms.mp3]	
samspel (noun)	samspel	noun	ett	<ul><li>ensemble, teamwork</li></ul>	ett fint samspel i orkestern	a fine musical ensemble	[sound:samspel.mp3]	
aktiebolag (noun)	aktiebolag	noun	ett	<ul><li>(corporation [us]), joint-stock company, a company whose capital stock is divided into shares</li></ul>			[sound:aktiebolag.mp3]	
ledighet (noun)	ledighet	noun	en	<ul><li>time off</li><li>easiness of manner</li></ul>			[sound:ledighet.mp3]	
uppför (preposition)	uppför	preposition		<ul><li>up, ascend</li></ul>	klättra uppför berget	climb up the hill	[sound:uppför.mp3]	
balkong (noun)	balkong	noun	en	<ul><li>balcony, an open platform projecting from the wall of a house</li></ul>			[sound:balkong.mp3]	
kallelse (noun)	kallelse	noun	en	<ul><li>summons, notice (to attend)</li><li>calling</li></ul>	kallelse till sammanträde	notice to attend a meeting	[sound:kallelse.mp3]	
omsätta (verb)	omsätta	verb	att	<ul><li>turn over</li><li>turn into</li></ul>	företaget omsatte 10 miljoner under 1990	the company&#39;s turnover in 1990 was 10 million		
destruktiv (adjective)	destruktiv	adjective		<ul><li>destructive, destroying, subversive</li></ul>			[sound:destruktiv.mp3]	
sy (verb)	sy	verb	att	<ul><li>sew</li></ul>	sy kläder	sew clothes		
virtuell (adjective)	virtuell	adjective		<ul><li>virtual</li></ul>				
invända (verb)	invända	verb	att	<ul><li>object [to]</li></ul>	vi har inget att invända mot förslaget	we have no objections to the proposal		
restriktion (noun)	restriktion	noun	en	<ul><li>restriction</li></ul>	införa restriktioner mot bilismen	introduce restrictions on motoring	[sound:restriktion.mp3]	
snar (adjective)	snar	adjective		<ul><li>near, speedy, immediate</li></ul>			[sound:snar.mp3]	
upprörd (adjective)	upprörd	adjective		<ul><li>indignant, irritated, upset, agitated, shocked</li></ul>			[sound:upprörd.mp3]	
koncern (noun)	koncern	noun	en	<ul><li>group</li></ul>			[sound:koncern.mp3]	
minimal (adjective)	minimal	adjective		<ul><li>minimal</li></ul>			[sound:minimal.mp3]	
fientlig (adjective)	fientlig	adjective		<ul><li>hostile</li></ul>			[sound:fientlig.mp3]	
förfader (noun)	förfader	noun	en	<ul><li>ancestor, forefather</li></ul>			[sound:förfader.mp3]	
underhålla (verb)	underhålla	verb	att	<ul><li>maintain, keep up, to keep in good condition (in a good state of repair)</li><li>support, maintain</li><li>amuse, entertain</li></ul>	huset är väl underhållet	the house is well-maintained (in good repair)		
vansinnig (adjective)	vansinnig	adjective		<ul><li>mad (mostly in a weaker sense &quot;foolish, strange&quot;), insane, deranged, demented</li></ul>			[sound:vansinnig.mp3]	
biografi (noun)	biografi	noun	en	<ul><li>biography, account, usually written, of a person&#39;s life</li></ul>			[sound:biografi.mp3]	
räddning (noun)	räddning	noun	en	<ul><li>salvation, rescue</li></ul>				
rör (noun)	rör	noun	ett	<ul><li>pipe, tube, valve</li><li>cane, reed</li><li>skates (informal)</li></ul>			[sound:rör.mp3]	
försämring (noun)	försämring	noun	en	<ul><li>degeneration, deterioration</li></ul>	en försämring av miljön	a deterioration of the environment	[sound:försämring.mp3]	
programledare (noun)	programledare	noun	en	<ul><li>host</li></ul>				
ytlig (adjective)	ytlig	adjective		<ul><li>superficial</li></ul>			[sound:ytlig.mp3]	
genomgående (adjective)	genomgående	adjective		<ul><li>common, general, observable from beginning to end, present throughout</li></ul>			[sound:genomgående.mp3]	
tron (noun)	tron	noun	en	<ul><li>throne (figuratively, &quot;power of the sovereign&quot;)</li><li>belief</li><li>faith</li></ul>	bestiga tronen	ascend to the throne	[sound:tron.mp3]	
hämnd (noun)	hämnd	noun		<ul><li>vengeance, revenge, retaliation, punishment in return for an injury, slight, etc.</li></ul>	hon ville ta hämnd	she wanted to take her revenge	[sound:hämnd.mp3]	
puls (noun)	puls	noun	en	<ul><li>pulse</li></ul>	ta pulsen		[sound:puls.mp3]	
tidsperiod (noun)	tidsperiod	noun	en	<ul><li>time-period, period of time, era</li></ul>				
medelålder (noun)	medelålder	noun		<ul><li>middle age</li></ul>	vara i medelåldern	be of middle age	[sound:medelålder.mp3]	
nyfikenhet (noun)	nyfikenhet	noun		<ul><li>curiousity, curiosity</li></ul>				
barnomsorg (noun)	barnomsorg	noun		<ul><li>child-care, the municipal services organized for the care and supervision of children, e.g. preschool (day nursery), nursery (play) school, family day nursery and leisure centres</li></ul>	bygga ut barnomsorgen	develop the child-care services	[sound:barnomsorg.mp3]	
framstående (adjective)	framstående	adjective		<ul><li>prominent, eminent</li></ul>			[sound:framstående.mp3]	
innehavare (noun)	innehavare	noun	en	<ul><li>owner, proprietor; possessor</li></ul>			[sound:innehavare.mp3]	
funktionshindrad (adjective)	funktionshindrad	adjective		<ul><li>handicapped</li></ul>				
isolering (noun)	isolering	noun		<ul><li>isolation</li><li>insulation</li></ul>	social isolering	social isolation	[sound:isolering.mp3]	
otillräcklig (adjective)	otillräcklig	adjective		<ul><li>insufficient, inadequate</li></ul>			[sound:otillräcklig.mp3]	
fusk (noun)	fusk	noun		<ul><li>cheating</li><li>bungling, shoddy</li></ul>			[sound:fusk.mp3]	
tillträda (verb)	tillträda	verb	att	<ul><li>enter into, take up</li></ul>	tillträda en egendom	take possession of a property		
